HPO_ID,Description,Depth
HP:0000149,Ovarian gonadoblastoma,9
HP:0006108,Tapered metacarpals,9
HP:0004910,Bicarbonate-wasting renal tubular acidosis,9
HP:0030614,Foveal photoreceptor layer loss on macular OCT,9
HP:0032643,Renal interstitial non-necrotizing granulomas,9
HP:0031117,Purely bicuspid aortic valve,9
HP:0004484,Craniofacial asymmetry,9
HP:0003877,Oval transradiancy of humerus,9
HP:0500078,Alternating hypotropia,9
HP:0500064,Retinopathy of prematurity threshold,9
HP:0000095,Abnormality of renal glomerulus morphology,9
HP:0003980,Pseudarthrosis of the radius,9
HP:0004562,Beaking of vertebral bodies T12-L3,9
HP:0011676,Tetralogy of Fallot with absent subarterial conus,9
HP:0001241,Capitate-hamate fusion,9
HP:0010182,Abnormality of the distal phalanges of the toes,9
HP:0025344,Interlobular bile duct destruction,9
HP:0010488,Aplasia/Hypoplasia of the palmar creases,9
HP:0005446,Obtuse angle of mandible,9
HP:0008726,Hypoplasia of the vagina,9
HP:0002990,Fibular aplasia,9
HP:0030039,Fused thoracic vertebrae,9
HP:0011755,Ectopic posterior pituitary,9
HP:0030147,Truncal titubation,9
HP:0008475,Hypoplastic sacral vertebrae,9
HP:0007404,Nonepidermolytic palmoplantar keratoderma,9
HP:0031644,Fusiform abdominal aortic aneurysm,9
HP:0011580,Short chordae tendineae of the mitral valve,9
HP:0030158,Cervical ectropion,9
HP:0008194,Multiple pancreatic beta-cell adenomas,9
HP:0011651,Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis,9
HP:0005025,Hypoplastic distal humeri,9
HP:0031264,Abnormal morphology of Bowman capsule,9
HP:0030622,Abnormal foveal pit on macular OCT,9
HP:0025486,Fused labia majora,9
HP:0000278,Retrognathia,9
HP:0032350,Sulfocysteinuria,9
HP:0003984,Posteriorly dislocated ulna,9
HP:0032805,Focal impaired awareness sensory seizure with vestibular features,9
HP:0031781,Microtropia with identity,9
HP:0100838,Recurrent cutaneous abscess formation,9
HP:0008424,Hypoplastic 5th lumbar vertebrae,9
HP:0000211,Trismus,9
HP:0000837,Increased circulating gonadotropin level,9
HP:0500060,Retinopathy of prematurity zone II,9
HP:0011679,Tetralogy of Fallot with pulmonary stenosis,9
HP:0030307,Flared lower limb metaphysis,9
HP:0008103,Delayed tarsal ossification,9
HP:0010730,Double eyebrow,9
HP:0012583,Unilateral renal hypoplasia,9
HP:0025555,Periungual teleangiectasia,9
HP:0008729,Absence of labia majora,9
HP:0011286,Total colonic aganglionosis,9
HP:0011716,Junctional ectopic tachycardia,9
HP:0004598,Supernumerary vertebral ossification centers,9
HP:0010717,Osseous syndactyly of toes,9
HP:0010287,Abnormality of the submandibular glands,9
HP:0000134,Female hypogonadism,9
HP:0011808,Decreased patellar reflex,9
HP:0045003,Abnormal ossification of the scaphoid,9
HP:0005113,Aortic arch aneurysm,9
HP:0009767,Aplasia/Hypoplasia of the phalanges of the hand,9
HP:3000057,Abnormality of inferior oblique extraocular muscle,9
HP:0030621,Foveal inner retinal layer loss on macular OCT,9
HP:0011652,Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,9
HP:0010773,Partial anomalous pulmonary venous return,9
HP:0010338,Deviation of the 4th toe,9
HP:0007976,Cerulean cataract,9
HP:0030593,Abnormal manual kinetic perimetry test,9
HP:0031408,Increased proportion of CD25+ mast cells,9
HP:0007657,Diffuse nuclear cataract,9
HP:0011984,Atretic gallbladder,9
HP:0005736,Short tibia,9
HP:0006417,Broad femoral metaphyses,9
HP:0032077,Male urethral meatus stenosis,9
HP:0025064,Thalamic hemorrhage,9
HP:0032414,Hydrixylysinuria,9
HP:0010051,Deviation of the hallux,9
HP:0031782,Microtropia without identity,9
HP:0032289,Oligoclonal elevation of circulating IgG,9
HP:0032877,Focal aware sensory seizure with hot-cold sensations,9
HP:0025516,Coronary-pulmonary artery fistula,9
HP:0030504,Grouped congenital hypertrophy of retinal pigment epithelium,9
HP:0032747,Focal impaired awareness emotional seizure with pleasure,9
HP:0030479,Abnormal amplitude of light-adapted flicker electroretinogram,9
HP:0007268,Aprosencephaly,9
HP:0041240,Fractured phalanx of pes,9
HP:0007943,Congenital stapes ankylosis,9
HP:0010559,Vertical clivus,9
HP:0040261,Increased size of nasopharyngeal adenoids,9
HP:0030040,Fused lumbar vertebrae,9
HP:0008464,Absent spinous processes of lower thoracic and lumbar vertebrae,9
HP:0006070,Metacarpophalangeal joint contracture,9
HP:0011077,Abnormality of molar,9
HP:0002389,Cavum septum pellucidum,9
HP:0003297,Hyperlysinuria,9
HP:0011980,Cholesterol gallstones,9
HP:0002323,Anencephaly,9
HP:0030567,Best corrected visual acuity 2.0 LogMAR,9
HP:0010181,Duplication of phalanx of toe,9
HP:0003168,Dibasicaminoaciduria,9
HP:0010440,Ectopic accesory toe-like appendage,9
HP:0006891,Thick cerebral cortex,9
HP:0002444,Hypothalamic hamartoma,9
HP:0032422,Abnormal HDL2b concentration,9
HP:0025007,Ectopic fovea,9
HP:0025558,Lamellar cataract with riders,9
HP:0031224,Diffuse pancreatic islet hyperplasia,9
HP:0025519,Multiple biliary hamartomas,9
HP:0030476,Abnormal amplitude of dark-adapted dim flash electroretinogram,9
HP:0005892,Proximal tibial and fibular fusion,9
HP:0012220,Non-caseating epithelioid cell granulomatosis,9
HP:0004937,Pulmonary artery aneurysm,9
HP:0011909,Flattened metacarpal heads,9
HP:0032752,Focal impaired awareness emotional seizure with fear/anxiety/panic,9
HP:0100669,Abnormal pigmentation of the oral mucosa,9
HP:0011198,EEG with generalized epileptiform discharges,9
HP:0003846,Wide epiphyseal plates of the upper limbs,9
HP:0006095,Wide tufts of distal phalanges,9
HP:0006207,Partial fusion of carpals,9
HP:0006149,Increased laxity of fingers,9
HP:0200138,Bilateral choanal atresia/stenosis,9
HP:0001691,Muscular subvalvular aortic stenosis,9
HP:0011369,Mongolian blue spot,9
HP:0000999,Pyoderma,9
HP:0031259,Oophoritis,9
HP:0032616,Renal interstitial immunoglobulin deposits,9
HP:0500056,Retinopathy of prematurity stage 5,9
HP:0010705,4-5 finger syndactyly,9
HP:0011465,Duodenal aganglionosis,9
HP:0000218,High palate,9
HP:0011647,Postductal coarctation of the aorta,9
HP:0004565,Severe platyspondyly,9
HP:0003137,Prolinuria,9
HP:0032161,Coccidioidal meningitis,9
HP:0030538,Unaided visual acuity 0.3 LogMAR,9
HP:0010332,Deviation of the 3rd toe,9
HP:0002140,Ischemic stroke,9
HP:0040071,Abnormal morphology of ulna,9
HP:0011658,Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis,9
HP:0020131,Abnormal tubular basement membrane morphology,9
HP:0040292,Left hemiplegia,9
HP:0004592,Thoracic platyspondyly,9
HP:0003001,Glomus jugular tumor,9
HP:0100319,Cerebral hyaline bodies,9
HP:0008031,Posterior Y-sutural cataract,9
HP:0005477,Progressive sclerosis of skull base,9
HP:0004968,Recurrent cerebral hemorrhage,9
HP:0008273,Transient aminoaciduria,9
HP:0000434,Nasal mucosa telangiectasia,9
HP:0003849,Flared upper limb metaphysis,9
HP:0009317,Deviation of the 3rd finger,9
HP:0004970,Ascending tubular aorta aneurysm,9
HP:0000177,Abnormality of upper lip,9
HP:0031682,Type V atherosclerotic lesion,9
HP:0007516,Redundant skin on fingers,9
HP:0004279,Short palm,9
HP:0031203,Fatty casts,9
HP:0500059,Retinopathy of prematurity zone I,9
HP:0007435,Diffuse palmoplantar keratoderma,9
HP:0009373,Type C brachydactyly,9
HP:0010481,Urethral valve,9
HP:0001586,Vesicovaginal fistula,9
HP:0100588,Paraphimosis,9
HP:0033016,Chronic decreased circulating IgD,9
HP:0010055,Broad hallux,9
HP:0032802,Focal impaired awareness cognitive seizure with dyscalculia/acalculia,9
HP:0012259,Absent inner and outer dynein arms,9
HP:0020064,Abnormal eosinophil count,9
HP:0040138,Mucinous histiocytosis,9
HP:0002185,Neurofibrillary tangles,9
HP:0004251,Lunate-triquetral fusion,9
HP:0011941,Anterior wedging of L2,9
HP:0011204,EEG with continuous slow activity,9
HP:0000294,Low anterior hairline,9
HP:0000954,Single transverse palmar crease,9
HP:0002601,Paresis of extensor muscles of the big toe,9
HP:0100316,Hirano bodies,9
HP:0031681,Type III atherosclerotic lesion,9
HP:0012891,High posterior hairline,9
HP:0030989,Lymphoid cholangitis,9
HP:0003953,Absent forearm bone,9
HP:0004050,Absent hand,9
HP:0008112,Plantar flexion contractures,9
HP:0008418,Squared-off platyspondyly,9
HP:0008459,Cervical vertebral agenesis,9
HP:0020167,Hemiretinal vein occlusion,9
HP:0031785,Abnormal eyelid movement,9
HP:0010226,Abnormality of the epiphysis of the 5th metacarpal,9
HP:0100540,Palpebral edema,9
HP:0032801,Focal impaired awareness cognitive seizure with memory impairment,9
HP:0200072,Episodic quadriplegia,9
HP:0010708,1-5 finger syndactyly,9
HP:0011509,Macular hyperpigmentation,9
HP:0007958,Optic atrophy from cranial nerve compression,9
HP:0007947,Pericentral retinitis pigmentosa,9
HP:0008683,Enlarged labia minora,9
HP:0011655,Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,9
HP:0030563,Best corrected visual acuity 1.0 LogMAR,9
HP:0010924,Posterior cortical cataract,9
HP:0000074,Ureteropelvic junction obstruction,9
HP:0032776,Focal aware autonomic seizure with lacrimation,9
HP:0031068,Increased femoral torsion,9
HP:0031070,Decreased femoral torsion,9
HP:3000006,Abnormality of medial pterygoid muscle,9
HP:0003909,Cortical subperiosteal resorption of humeral metaphyses,9
HP:0012449,Sacroiliac joint synovitis,9
HP:0032751,Focal impaired awareness emotional seizure with crying,9
HP:0010858,EEG with hyperventilation-induced epileptiform discharges,9
HP:0032425,Abnormal HDL3a concentration,9
HP:0003034,Diaphyseal sclerosis,9
HP:0012744,Femoral aplasia,9
HP:0031870,Phosphohydroxylysinuria,9
HP:0010713,1-5 toe syndactyly,9
HP:0000870,Increased circulating prolactin concentration,9
HP:0032873,Focal aware sensory seizure with cephalic sensation,9
HP:0004453,Overfolding of the superior helices,9
HP:0000272,Malar flattening,9
HP:0041084,Compression-fractured thoracic vertebra,9
HP:0012785,Flexion contracture of finger,9
HP:0002708,Prominent median palatal raphe,9
HP:0410236,Increased anti-venom IgE antibody level,9
HP:0002226,White eyebrow,9
HP:0032743,Focal aware emotional seizure with crying,9
HP:0032779,Focal impaired awareness autonomic seizure with pupillary dilation/constriction,9
HP:0000891,Cervical ribs,9
HP:0032849,Aphasic status epilepticus,9
HP:0011326,Anterior plagiocephaly,9
HP:0031446,Erosion of oral mucosa,9
HP:0006413,Broad tibial metaphyses,9
HP:0032073,Aplasia of the fallopian tube,9
HP:0005640,Abnormal vertebral segmentation and fusion,9
HP:0003872,Humeral exostoses,9
HP:0000067,"Urethral atresia, female",9
HP:0032803,Focal impaired awareness cognitive seizure with dysgraphia/agraphia,9
HP:0002848,Decreased specific anti-polysaccharide antibody level,9
HP:0031067,Empty ovarian follicle,9
HP:0004476,Aplasia cutis congenita over parietal area,9
HP:0002857,Genu valgum,9
HP:0031202,Waxy casts,9
HP:0020125,Spontaneous conjunctival filtering bleb,9
HP:0030066,Ependymoblastoma,9
HP:0012799,Unilateral facial palsy,9
HP:0033084,Abnormal antral follicle count,9
HP:0004695,Calcaneal epiphyseal stippling,9
HP:0012494,Anterior cerebral artery stenosis,9
HP:0007462,Bitot spots of the conjunctiva,9
HP:0031683,Type VI atherosclerotic lesion,9
HP:0032709,Focal aware cognitive seizure with dysgraphia/agraphia,9
HP:0008785,Delayed ossification of pubic rami,9
HP:0025506,Coronary artery sandwich anomaly,9
HP:0006205,Irregular phalanges,9
HP:0011228,Horizontal eyebrow,9
HP:0010513,Pituitary calcification,9
HP:0030561,Best corrected visual acuity 0.8 LogMAR,9
HP:0012004,Mnemonic auras,9
HP:0003979,Lytic defects of the radius,9
HP:0005424,Absent specific antibody response,9
HP:0012626,Stage 4 chronic kidney disease,9
HP:0010707,1-4 finger syndactyly,9
HP:0011467,Absent gallbladder,9
HP:0011818,Nasofrontal encephalocele,9
HP:0025326,Retinal arterial occlusion,9
HP:0008345,Hypoplasia of the iris dilator muscle,9
HP:0006097,3-4 finger syndactyly,9
HP:0100825,Cheilitis,9
HP:0012471,Thick vermilion border,9
HP:0007643,Peripheral tractional retinal detachment,9
HP:0012800,Accessory cranial suture,9
HP:0032090,Intralamellar aortic medial fibrosis,9
HP:0003274,Hypoplastic acetabulae,9
HP:0010711,1-2 toe syndactyly,9
HP:0003268,Argininuria,9
HP:0030334,"Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology",9
HP:0040030,Chorioretinal hypopigmentation,9
HP:0004768,Sparse anterior scalp hair,9
HP:0003431,Decreased motor nerve conduction velocity,9
HP:0030627,Foveal hyporeflective spaces on macular OCT,9
HP:0032684,Focal aware cognitive seizure with auditory agnosia,9
HP:0009761,Anterior clefting of vertebral bodies,9
HP:0032753,Focal impaired awareness emotional seizure with agitation,9
HP:0008740,Longitudinal vaginal septum,9
HP:0032706,Focal aware cognitive seizure with left-right confusion,9
HP:0032890,Focal impaired awareness sensory seizure with somatosensory features,9
HP:0040161,Localized osteoporosis,9
HP:0100870,Plantar telangiectasia,9
HP:0000893,Bulging of the costochondral junction,9
HP:0030510,Combined hamartoma of the retinal pigment epithelium and retina,9
HP:0010057,Abnormality of the phalanges of the hallux,9
HP:0000585,Band keratopathy,9
HP:0040293,Right hemiplegia,9
HP:0032871,Focal aware cognitive seizure with hallucination,9
HP:0032741,Focal aware emotional seizure with paranoia,9
HP:0031175,Absent cervical vertebra,9
HP:0030480,Abnormal timing of light-adapted flicker electroretinogram,9
HP:0009179,Deviation of the 5th finger,9
HP:0010712,1-4 toe syndactyly,9
HP:0005863,Type E brachydactyly,9
HP:0030521,Bitemporal hemianopia,9
HP:0005172,Left posterior fascicular block,9
HP:0012472,Eclabion,9
HP:0002199,Hypocalcemic seizures,9
HP:0000160,Narrow mouth,9
HP:0005478,Prominent frontal sinuses,9
HP:0008788,Delayed pubic bone ossification,9
HP:0011657,Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis,9
HP:0008108,Advanced tarsal ossification,9
HP:0008028,Cystoid macular degeneration,9
HP:0030537,Unaided visual acuity 0.2 LogMAR,9
HP:0100788,Fused lips,9
HP:0020165,Branch retinal vein occlusion,9
HP:0032951,Renal tubular viral cytopathic changes,9
HP:0006086,Thin metacarpal cortices,9
HP:0003003,Colon cancer,9
HP:0030153,Cholangiocarcinoma,9
HP:0040049,Macular edema,9
HP:0032135,Decreased circulating IgG subclass level,9
HP:0011225,Epiblepharon,9
HP:0008739,Labial pseudohypertrophy,9
HP:0001216,Delayed ossification of carpal bones,9
HP:0041226,Fractured distal tarsal bone,9
HP:0032742,Focal aware emotional seizure with pleasure,9
HP:0008434,Hypoplastic cervical vertebrae,9
HP:0100828,Increased T cell count,9
HP:0010694,Lamellar pulverulent cataract,9
HP:0032872,Focal impaired awareness cognitive seizure with illusion,9
HP:0008833,Irregular acetabular roof,9
HP:0001349,Facial diplegia,9
HP:0008682,Renal tubular epithelial necrosis,9
HP:0007238,Nonarteriosclerotic cerebral calcification,9
HP:0032815,Neonatal electro-clinical myoclonic seizure,9
HP:0031201,Granular casts,9
HP:0004792,Rectoperineal fistula,9
HP:0004039,Abnormality of ulnar metaphysis,9
HP:0003871,Deformed humerus,9
HP:0004661,Frontalis muscle weakness,9
HP:0008430,Anterior beaking of lumbar vertebrae,9
HP:0009997,Duplication of phalanx of hand,9
HP:0100736,Abnormal soft palate morphology,9
HP:0003952,Sclerotic foci of metaphyses of the elbow,9
HP:0010618,Ovarian fibroma,9
HP:0002080,Intention tremor,9
HP:0012787,Recurrent pyelonephritis,9
HP:0025110,Placoid macular lesion,9
HP:0030219,Semantic dementia,9
HP:0001258,Spastic paraplegia,9
HP:0025619,Elevated plasma cell count,9
HP:0030562,Best corrected visual acuity 0.9 LogMAR,9
HP:0012160,Intracranial internal carotid artery dissection,9
HP:0000178,Abnormality of lower lip,9
HP:0004253,Absent trapezium,9
HP:0010775,Vascular ring,9
HP:0008954,Intrinsic hand muscle atrophy,9
HP:0030667,Peripheral retinal neovascularization,9
HP:0030595,Abnormal static automated perimetry test,9
HP:0032427,Abnormal HDL3c concentration,9
HP:0030987,Suppurative cholangitis,9
HP:0032924,Focal impaired awareness verbal automatism seizure,9
HP:0000692,Misalignment of teeth,9
HP:0011229,Broad eyebrow,9
HP:0001401,Intrahepatic biliary dysgenesis,9
HP:0012882,Hyperplastic labia majora,9
HP:0006155,Long phalanx of finger,9
HP:0011507,Macular flecks,9
HP:0001272,Cerebellar atrophy,9
HP:0032708,Focal aware cognitive seizure with anomia,9
HP:0100627,Displacement of the urethral meatus,9
HP:0009893,Telangiectasia of the ear,9
HP:0002162,Low posterior hairline,9
HP:0031714,Distance exotropia,9
HP:0009832,Abnormal distal phalanx morphology of finger,9
HP:0008255,Transient neonatal diabetes mellitus,9
HP:0030554,Best corrected visual acuity 0.1 LogMAR,9
HP:0100869,Palmar telangiectasia,9
HP:0002049,Proximal renal tubular acidosis,9
HP:0003393,Thenar muscle atrophy,9
HP:0031152,Full-thickness macular hole,9
HP:0030446,Atypical pulmonary carcinoid tumor,9
HP:0010326,Deviation of the 2nd toe,9
HP:0005792,Short humerus,9
HP:0011327,Posterior plagiocephaly,9
HP:0005209,Intrahepatic bile duct cysts,9
HP:0010817,Linear nevus sebaceous,9
HP:0032560,Coiled sperm flagella,9
HP:0045009,Abnormal morphology of the radius,9
HP:0012152,Foveoschisis,9
HP:0002326,Transient ischemic attack,9
HP:0010073,Synostosis involving the 1st metatarsal,9
HP:0030825,Absent foveal reflex,9
HP:0005900,Fifth metacarpal with ulnar notch,9
HP:0011482,Abnormal lacrimal gland morphology,9
HP:0020166,Central retinal vein occlusion,9
HP:0003367,Abnormality of the femoral neck,9
HP:0030550,Unaided visual acuity 3.0 LogMAR,9
HP:0011226,Aplasia/Hypoplasia of the eyelid,9
HP:3000078,Abnormal mandible coronoid process morphology,9
HP:0032912,Focal aware manual automatism seizure,9
HP:0010468,Aplasia/Hypoplasia of the testes,9
HP:0011708,Mobitz II atrioventricular block,9
HP:0009754,Fibrous syngnathia,9
HP:0041225,Fractured metacarpal bone of digit 1,9
HP:0001473,Metatarsal osteolysis,9
HP:0100866,Short iliac bones,9
HP:0006375,Dumbbell-shaped femur,9
HP:0002553,Highly arched eyebrow,9
HP:0032847,Focal impaired awareness hemifacial clonic seizure,9
HP:0006844,Absent patellar reflexes,9
HP:0011511,Macular schisis,9
HP:0032777,Focal impaired awareness autonomic seizure with pallor/flushing,9
