HPO_ID,Sentence,Ancestor
HP:0004797,The presence of multiple areas of atresia affecting the small intestine.,HP:0025031
HP:0003125,"Reduced activity of coagulation factor VIII. Factor VIII (fVIII) is a cofactor in the intrinsic clotting cascade that is activated to fVIIIa in the presence of minute quantities of thrombin. fVIIIa acts as a receptor, for factors IXa and X.",HP:0001871
HP:0005950,A membrane-like structure that extends across the laryngeal lumen close to the level of the vocal cords.,HP:0002086
HP:0006870,"A type of holoprosencephaly in which most of the right and left cerebral hemispheres and lateral ventricles are separated but the most rostral aspect of the telencephalon, the frontal lobes, are fused, especially ventrally.",HP:0000707
HP:0009933,"Slender, slit-like aperture of the nostril.",HP:0000152
HP:0012212,An abnormally increased or reduced amount of fluid filtered out of plasma through glomerular capillary walls into Bowman's capsules per unit of time.,HP:0000119
HP:0005999,A developmental defect defined by the failure of the formation of the lumen (tube) of the ureter.,HP:0000119
HP:0000275,"Bizygomatic (upper face) and bigonial (lower face) width are both more than 2 standard deviations below the mean (objective); or, an apparent reduction in the width of the upper and lower face (subjective).",HP:0000152
HP:0011414,An abnormality of the placenta in which there are numerous cystic spaces within the placenta as well as placental enlargement.,HP:0001197
HP:0410333,Hypersensitivity in form of an adverse immune reaction against seafood.,HP:0002715
HP:0032984,Alveolar macrophages usually make up the majority of cells in the bronchoalveolar space (over 80%). The may contain intracellular material depending on underlying diseases or due to exposition to inhaled particles.,HP:0002086
HP:0031861,Reduced variation of beat-to-beat intervals of the heart that occurs in conjunction with the respiratory cycle.,HP:0001626
HP:0008063,Absence or underdevelopment of the lens.,HP:0000478
HP:0030770,A neural tube defect in which both the brain and spinal cord remain open to varying degrees.,HP:0000707
HP:0011387,Increased size of the vestibular aqueduct.,HP:0000598
HP:0012810,Increased distance between the attachments of the alae nasi to the face.,HP:0000152
HP:0032652,Increased concentration of chitotriosidase 1 in cerebrospinal fluid.,HP:0000707
HP:0003174,"An anomaly of the ischium, which forms the lower and back part of the hip bone.",HP:0000924
HP:0410328,Hypersensitivity in form of an adverse immune reaction against eggs.,HP:0002715
HP:0030320,"An increase in the vertical distance between adjacent vertebral bodies, observed as an increase in the intervertebral disc space.",HP:0000924
HP:0004866,Abnormal platelet response to ADP as manifested by reduced or lacking aggregation of platelets upon addition of ADP.,HP:0001871
HP:0004921,An abnormality of magnesium ion homeostasis.,HP:0001939
HP:0031566,Any structural anomaly of the pulmonary valve leaflets.,HP:0001626
HP:0005739,Partial dislocation of the head of the radius in the posterior direction.,HP:0000924
HP:0100582,Polypoidal masses arising mainly from the mucous membranes of the nose and paranasal sinuses. They are freely movable and nontender overgrowths of the mucosa that frequently accompany allergic rhinitis.,HP:0000152
HP:0012898,An anomaly identified by motor evoked potentials (MEPs) in the leg.,HP:0000707
HP:0030662,The presence of inflammatory cells such as lymphocytes and macrophages in the vitreous.,HP:0000478
HP:0000130,An abnormality of the uterus.,HP:0000119
HP:0100035,"Involuntary sounds produced by moving air through the nose, mouth, or throat. The vocal cords are not involved in all tics that produce sound.",HP:0000707
HP:0003495,Cellular accumulation of GM2 gangliosides.,HP:0001939
HP:0002043,A pathological narrowing of the esophagus that is caused by the development of a ring of scar tissue that constricts the esophageal lumen.,HP:0025031
HP:0006554,"Hepatic failure refers to the inability of the liver to perform its normal synthetic and metabolic functions, which can result in coagulopathy and alteration in the mental status of a previously healthy individual. Hepatic failure is defined as acute if there is onset of encephalopathy within 8 weeks of the onset of symptoms in a patient with a previously healthy liver.",HP:0025031
HP:0200020,An erosion or abrasion of the cornea's outermost layer of epithelial cells.,HP:0000478
HP:0002287,Progressive loss of hair.,HP:0001574
HP:0031130,Abnormal response to calcium Ionophore (such as A23187) as manifested by reduced or lacking aggregation of platelets upon addition of the ionophore.,HP:0001871
HP:0032716,A focal non-motor seizure characterized by impaired awareness at some point during the seizure.,HP:0000707
HP:0031014,"Usually, three large arteries arise from the arch of the aorta: the brachiocephalic trunk (divided into the right common carotid artery and the right subclavian artery), the left common carotid artery, and the left subclavian artery. However, when aberrant right subclavian artery variant is present, the brachiocephalic trunk is absent and four large arteries arise from the arch of the aorta: the right common carotid artery, the left common carotid artery, the left subclavian artery, and the final one with the most distal left sided origin, the right subclavian artery, also called the arteria lusoria.",HP:0001626
HP:0025262,"A sensation of tightness in the hip joint when attempting to move it, especially after a period of inactivity.",HP:0000924
HP:0004528,Reduced or lacking hair growth in a generalized distribution.,HP:0001574
HP:0010304,An outpouching of the spinal meninges.,HP:0000707
HP:0031290,"A type of xanthoma characterized by a nodular form. Tuberous xanthomas are firm subcutaneous nodules,whereby the overlying skin can have red or red-yellow color changes.",HP:0001574
HP:0007262,A symmetric loss of myelin from the internode regions along myelinated nerve fibers of the peripheral nervous system.,HP:0000707
HP:0030179,"An anomaly in the magnitude of the action potential along a peripheral nerve, that is, of the rapid rise and fall of the electrical membrane potential of the nerve.",HP:0000707
HP:0025163,"A structural abnormality of the optic chiasm.The optic chiasm, located below the hypothalamus, is a partial crossing of the optic nerves.",HP:0000478
HP:0001762,Talipes equinovarus (also called clubfoot) typically has four main components: inversion and adduction of the forefoot; inversion of the heel and hindfoot; equinus (limitation of extension) of the ankle and subtalar joint; and internal rotation of the leg.,HP:0040064
HP:0030691,A condition in which both eyes beat outward simultaneously.,HP:0000478
HP:0031028,"Serum sample with a grossly white (milk-like, i.e., lactescent) appearance. This feature is indicative of an extremely elevated serum triglyceride level.",HP:0001939
HP:0012736,A profound delay in the achievement of motor or mental milestones in the domains of development of a child.,HP:0000707
HP:0007131,Acute progressive areflexic weakness and mild sensory changes resulting from myelin breakdown and axonal degeneration.,HP:0000707
HP:0025072,"Increased amplitude of the U wave, defined as an amplitude grerater than 1-2mm or 25 percent of the height of the T wave.",HP:0001626
HP:0004925,A chronic form of lactic acidemia.,HP:0001939
HP:0500189,Any deviation from the normal concentration of leucine in the cerebrospinal fluid.,HP:0001939
HP:0000739,"Intense feelings of nervousness, tenseness, or panic, often in reaction to interpersonal stresses; worry about the negative effects of past unpleasant experiences and future negative possibilities; feeling fearful, apprehensive, or threatened by uncertainty; fears of falling apart or losing control.",HP:0000707
HP:0040233,"Deficiency of factor XIII subunit A, leading to a reduced factor XIII activity. Activated Factor XIII cross-links fibrin polymers solidifying the clot.",HP:0001871
